school,demo,table,name,label,value,percentage,concept
21,Language,B16001,B16001_108,Language_Arabic,4966,0.0188,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_109,Language_Arabic_Speak_English_Very_Well,2449,0.0093,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_110,Language_Arabic_Speak_English_Less_Than_Very_Well,2517,0.0095,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_111,Language_Hebrew,6220,0.0236,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_112,Language_Hebrew_Speak_English_Very_Well,4583,0.0174,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_113,Language_Hebrew_Speak_English_Less_Than_Very_Well,1637,0.0062,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_114,Language_African_Languages,315,0.0012,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_115,Language_African_Languages_Speak_English_Very_Well,159,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_116,Language_African_Languages_Speak_English_Less_Than_Very_Well,156,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_117,Language_Other_And_Unspecified_Languages,1140,0.0043,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_118,Language_Other_And_Unspecified_Languages_Speak_English_Very_Well,500,0.0019,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Language,B16001,B16001_119,Language_Other_And_Unspecified_Languages_Speak_English_Less_Than_Very_Well,640,0.0024,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
21,Poverty,B17023,B17023_001,Poverty,71631,1,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_002,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level,11688,0.1632,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_003,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family,7082,0.0989,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_004,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,3264,0.0456,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_005,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,2216,0.0309,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_006,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,1111,0.0155,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_007,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,491,0.0069,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_008,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families,4606,0.0643,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_009,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,924,0.0129,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_010,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,399,0.0056,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_011,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,333,0.0046,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_012,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,128,0.0018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_013,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,64,9e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_014,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,3682,0.0514,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_015,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,1476,0.0206,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_016,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,1674,0.0234,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_017,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,524,0.0073,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_018,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,8,1e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_019,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level,59943,0.8368,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_020,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family,45166,0.6305,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_021,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,26615,0.3716,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_022,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,13994,0.1954,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_023,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,3604,0.0503,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_024,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,953,0.0133,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_025,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families,14777,0.2063,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_026,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,4671,0.0652,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_027,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,3491,0.0487,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_028,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,1118,0.0156,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_029,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,62,9e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_030,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,0,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_031,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,10106,0.1411,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_032,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,6529,0.0911,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_033,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,3305,0.0461,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_034,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,259,0.0036,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_035,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,13,2e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Median Income,B19013,B19013_001,MedianIncome,53434.16279069767,NA,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)
21,SNAP,B19058,B19058_001,SNAP,106033,1,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,SNAP,B19058,B19058_002,SNAP_With_Cash_Public_Assistance,31505,0.2971,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,SNAP,B19058,B19058_003,SNAP_No_Cash_Public_Assistance,74528,0.7029,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,Total HousingUnits,B25008,B25008_001,TotalHousingUnits,287641,1,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Total HousingUnits,B25008,B25008_002,TotalHousingUnits_Owner_Occupied,106610,0.3706,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Total HousingUnits,B25008,B25008_003,TotalHousingUnits_Renter_Occupied,181031,0.6294,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Occupancy,B25014,B25014_001,Occupancy,106033,1,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_002,Occupancy_Owner_Occupied,35113,0.3312,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_003,Occupancy_Owner_Occupied_0.50_Or_Less_Occupants_Per_Room,19337,0.1824,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_004,Occupancy_Owner_Occupied_0.51_To_1.00_Occupants_Per_Room,13124,0.1238,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_005,Occupancy_Owner_Occupied_1.01_To_1.50_Occupants_Per_Room,1970,0.0186,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_006,Occupancy_Owner_Occupied_1.51_To_2.00_Occupants_Per_Room,583,0.0055,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_007,Occupancy_Owner_Occupied_2.01_Or_More_Occupants_Per_Room,99,9e-4,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_008,Occupancy_Renter_Occupied,70920,0.6688,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_009,Occupancy_Renter_Occupied_0.50_Or_Less_Occupants_Per_Room,29481,0.278,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_010,Occupancy_Renter_Occupied_0.51_To_1.00_Occupants_Per_Room,31315,0.2953,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_011,Occupancy_Renter_Occupied_1.01_To_1.50_Occupants_Per_Room,5826,0.0549,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_012,Occupancy_Renter_Occupied_1.51_To_2.00_Occupants_Per_Room,3283,0.031,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_013,Occupancy_Renter_Occupied_2.01_Or_More_Occupants_Per_Room,1015,0.0096,TENURE BY OCCUPANTS PER ROOM
21,Health Insurance,B27011,B27011_001,HealthInsurance,161744,1,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_002,HealthInsurance_In_Labor_Force,119304,0.7376,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_003,HealthInsurance_In_Labor_Force_Employed,111889,0.6918,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_004,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage,98191,0.6071,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_005,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,71689,0.4432,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_006,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Public_Coverage,29381,0.1817,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_007,HealthInsurance_In_Labor_Force_Employed_No_Health_Insurance_Coverage,13698,0.0847,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_008,HealthInsurance_In_Labor_Force_Unemployed,7415,0.0458,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_009,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage,6097,0.0377,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_010,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,2181,0.0135,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_011,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Public_Coverage,4107,0.0254,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_012,HealthInsurance_In_Labor_Force_Unemployed_No_Health_Insurance_Coverage,1318,0.0081,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_013,HealthInsurance_Not_In_Labor_Force,42440,0.2624,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_014,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage,37747,0.2334,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_015,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Private_Health_Insurance,16109,0.0996,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_016,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Public_Coverage,23564,0.1457,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_017,HealthInsurance_Not_In_Labor_Force_No_Health_Insurance_Coverage,4693,0.029,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Occupation,C24010,C24010_001,Occupation,120537,1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_002,Occupation_Male,63433,0.5263,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_003,Occupation_Male_Management_Business_Science_And_Arts_Occupations,20826,0.1728,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_004,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,8996,0.0746,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_005,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,6246,0.0518,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_006,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,2750,0.0228,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_007,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,4740,0.0393,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_008,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,3378,0.028,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_009,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,1023,0.0085,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_010,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,339,0.0028,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_011,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,5068,0.042,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_012,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,711,0.0059,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_013,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,538,0.0045,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_014,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,2296,0.019,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_015,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,1523,0.0126,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_016,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,2022,0.0168,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_017,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,1496,0.0124,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_018,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,526,0.0044,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_019,Occupation_Male_Service_Occupations,10780,0.0894,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_020,Occupation_Male_Service_Occupations_Healthcare_Support_Occupations,1704,0.0141,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_021,Occupation_Male_Service_Occupations_Protective_Service_Occupations,1444,0.012,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_022,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,803,0.0067,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_023,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,641,0.0053,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_024,Occupation_Male_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,4137,0.0343,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,2326,0.0193,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,1169,0.0097,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,11874,0.0985,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,7644,0.0634,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,4230,0.0351,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
