congressional,demo,table,name,label,value,percentage,concept
16,Industry,C24030,C24030_005,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,28,2e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_006,Industry_Male_Construction,4792,0.0414,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_007,Industry_Male_Manufacturing,1911,0.0165,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_008,Industry_Male_Wholesale_Trade,1096,0.0095,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_009,Industry_Male_Retail_Trade,5685,0.0491,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_010,Industry_Male_Transportation_And_Warehousing_And_Utilities,6373,0.055,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_011,Industry_Male_Transportation_And_Warehousing_And_Utilities_Transportation_And_Warehousing,5904,0.051,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_012,Industry_Male_Transportation_And_Warehousing_And_Utilities_Utilities,469,0.0041,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_013,Industry_Male_Information,1371,0.0118,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_014,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing,4456,0.0385,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_015,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Finance_And_Insurance,1454,0.0126,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_016,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Real_Estate_And_Rental_And_Leasing,3002,0.0259,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_017,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services,6847,0.0591,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_018,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Professional_Scientific_And_Technical_Services,3225,0.0279,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_019,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Management_Of_Companies_And_Enterprises,85,7e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_020,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Administrative_And_Support_And_Waste_Management_Services,3537,0.0305,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_021,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance,12112,0.1046,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_022,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Educational_Services,3930,0.0339,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_023,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Health_Care_And_Social_Assistance,8182,0.0707,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_024,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services,4306,0.0372,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_025,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Arts_Entertainment_And_Recreation,1449,0.0125,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_026,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Accommodation_And_Food_Services,2857,0.0247,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_027,Industry_Male_Other_Services_Except_Public_Administration,2279,0.0197,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_028,Industry_Male_Public_Administration,2489,0.0215,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_029,Industry_Female,61996,0.5355,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_030,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining,23,2e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_031,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Agriculture_Forestry_Fishing_And_Hunting,23,2e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_032,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,0,0,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_033,Industry_Female_Construction,566,0.0049,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_034,Industry_Female_Manufacturing,1113,0.0096,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_035,Industry_Female_Wholesale_Trade,489,0.0042,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_036,Industry_Female_Retail_Trade,4760,0.0411,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_037,Industry_Female_Transportation_And_Warehousing_And_Utilities,1729,0.0149,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_038,Industry_Female_Transportation_And_Warehousing_And_Utilities_Transportation_And_Warehousing,1654,0.0143,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_039,Industry_Female_Transportation_And_Warehousing_And_Utilities_Utilities,75,6e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_040,Industry_Female_Information,1165,0.0101,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_041,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing,3569,0.0308,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_042,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Finance_And_Insurance,2496,0.0216,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_043,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Real_Estate_And_Rental_And_Leasing,1073,0.0093,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_044,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services,4366,0.0377,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_045,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Professional_Scientific_And_Technical_Services,2772,0.0239,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_046,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Management_Of_Companies_And_Enterprises,31,3e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_047,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Administrative_And_Support_And_Waste_Management_Services,1563,0.0135,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_048,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance,33463,0.289,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_049,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance_Educational_Services,8489,0.0733,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_050,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance_Health_Care_And_Social_Assistance,24974,0.2157,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_051,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services,3861,0.0333,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_052,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Arts_Entertainment_And_Recreation,1161,0.01,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_053,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Accommodation_And_Food_Services,2700,0.0233,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_054,Industry_Female_Other_Services_Except_Public_Administration,3503,0.0303,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
16,Industry,C24030,C24030_055,Industry_Female_Public_Administration,3389,0.0293,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
3,Age,B01001,B01001_001,Age,111774,1,SEX BY AGE
3,Age,B01001,B01001_002,Age_Male,53094,0.475,SEX BY AGE
3,Age,B01001,B01001_003,Age_Male_Under_5_Years,3435,0.0307,SEX BY AGE
3,Age,B01001,B01001_004,Age_Male_5_To_9_Years,2807,0.0251,SEX BY AGE
3,Age,B01001,B01001_005,Age_Male_10_To_14_Years,2679,0.024,SEX BY AGE
3,Age,B01001,B01001_006,Age_Male_15_To_17_Years,1405,0.0126,SEX BY AGE
3,Age,B01001,B01001_007,Age_Male_18_And_19_Years,983,0.0088,SEX BY AGE
3,Age,B01001,B01001_008,Age_Male_20_Years,487,0.0044,SEX BY AGE
3,Age,B01001,B01001_009,Age_Male_21_Years,694,0.0062,SEX BY AGE
3,Age,B01001,B01001_010,Age_Male_22_To_24_Years,1602,0.0143,SEX BY AGE
3,Age,B01001,B01001_011,Age_Male_25_To_29_Years,3441,0.0308,SEX BY AGE
3,Age,B01001,B01001_012,Age_Male_30_To_34_Years,2970,0.0266,SEX BY AGE
3,Age,B01001,B01001_013,Age_Male_35_To_39_Years,2894,0.0259,SEX BY AGE
3,Age,B01001,B01001_014,Age_Male_40_To_44_Years,3349,0.03,SEX BY AGE
3,Age,B01001,B01001_015,Age_Male_45_To_49_Years,3385,0.0303,SEX BY AGE
3,Age,B01001,B01001_016,Age_Male_50_To_54_Years,3830,0.0343,SEX BY AGE
3,Age,B01001,B01001_017,Age_Male_55_To_59_Years,4288,0.0384,SEX BY AGE
3,Age,B01001,B01001_018,Age_Male_60_And_61_Years,1673,0.015,SEX BY AGE
3,Age,B01001,B01001_019,Age_Male_62_To_64_Years,2256,0.0202,SEX BY AGE
3,Age,B01001,B01001_020,Age_Male_65_And_66_Years,1534,0.0137,SEX BY AGE
3,Age,B01001,B01001_021,Age_Male_67_To_69_Years,1950,0.0174,SEX BY AGE
3,Age,B01001,B01001_022,Age_Male_70_To_74_Years,2786,0.0249,SEX BY AGE
3,Age,B01001,B01001_023,Age_Male_75_To_79_Years,1899,0.017,SEX BY AGE
3,Age,B01001,B01001_024,Age_Male_80_To_84_Years,1313,0.0117,SEX BY AGE
3,Age,B01001,B01001_025,Age_Male_85_Years_And_Over,1434,0.0128,SEX BY AGE
3,Age,B01001,B01001_026,Age_Female,58680,0.525,SEX BY AGE
3,Age,B01001,B01001_027,Age_Female_Under_5_Years,3505,0.0314,SEX BY AGE
3,Age,B01001,B01001_028,Age_Female_5_To_9_Years,2697,0.0241,SEX BY AGE
3,Age,B01001,B01001_029,Age_Female_10_To_14_Years,2716,0.0243,SEX BY AGE
3,Age,B01001,B01001_030,Age_Female_15_To_17_Years,1486,0.0133,SEX BY AGE
3,Age,B01001,B01001_031,Age_Female_18_And_19_Years,760,0.0068,SEX BY AGE
3,Age,B01001,B01001_032,Age_Female_20_Years,385,0.0034,SEX BY AGE
3,Age,B01001,B01001_033,Age_Female_21_Years,618,0.0055,SEX BY AGE
3,Age,B01001,B01001_034,Age_Female_22_To_24_Years,1654,0.0148,SEX BY AGE
3,Age,B01001,B01001_035,Age_Female_25_To_29_Years,3725,0.0333,SEX BY AGE
3,Age,B01001,B01001_036,Age_Female_30_To_34_Years,3527,0.0316,SEX BY AGE
3,Age,B01001,B01001_037,Age_Female_35_To_39_Years,3162,0.0283,SEX BY AGE
3,Age,B01001,B01001_038,Age_Female_40_To_44_Years,3283,0.0294,SEX BY AGE
3,Age,B01001,B01001_039,Age_Female_45_To_49_Years,3572,0.032,SEX BY AGE
3,Age,B01001,B01001_040,Age_Female_50_To_54_Years,4297,0.0384,SEX BY AGE
3,Age,B01001,B01001_041,Age_Female_55_To_59_Years,4251,0.038,SEX BY AGE
3,Age,B01001,B01001_042,Age_Female_60_And_61_Years,1741,0.0156,SEX BY AGE
3,Age,B01001,B01001_043,Age_Female_62_To_64_Years,2764,0.0247,SEX BY AGE
3,Age,B01001,B01001_044,Age_Female_65_And_66_Years,1266,0.0113,SEX BY AGE
3,Age,B01001,B01001_045,Age_Female_67_To_69_Years,2419,0.0216,SEX BY AGE
3,Age,B01001,B01001_046,Age_Female_70_To_74_Years,3304,0.0296,SEX BY AGE
3,Age,B01001,B01001_047,Age_Female_75_To_79_Years,2407,0.0215,SEX BY AGE
3,Age,B01001,B01001_048,Age_Female_80_To_84_Years,1773,0.0159,SEX BY AGE
3,Age,B01001,B01001_049,Age_Female_85_Years_And_Over,3368,0.0301,SEX BY AGE
3,Median Age,B01002,B01002_001,MedianAge_Age,47.64,NA,MEDIAN AGE BY SEX
3,Median Age,B01002,B01002_002,MedianAge_Age_Male,46.696,NA,MEDIAN AGE BY SEX
3,Median Age,B01002,B01002_003,MedianAge_Age_Female,48.388,NA,MEDIAN AGE BY SEX
3,Total Population,B01003,B01003_001,TotalPopulation,111774,1,TOTAL POPULATION
3,Race,B03002,B03002_001,Race,111774,1,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_002,Race_Not_Hispanic_Or_Latino,95336,0.8529,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_003,Race_Not_Hispanic_Or_Latino_White_Alone,48258,0.4317,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_004,Race_Not_Hispanic_Or_Latino_Black_Or_African_American_Alone,4255,0.0381,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_005,Race_Not_Hispanic_Or_Latino_American_Indian_And_Alaska_Native_Alone,270,0.0024,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_006,Race_Not_Hispanic_Or_Latino_Asian_Alone,39342,0.352,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_007,Race_Not_Hispanic_Or_Latino_Native_Hawaiian_And_Other_Pacific_Islander_Alone,65,6e-4,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_008,Race_Not_Hispanic_Or_Latino_Some_Other_Race_Alone,622,0.0056,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_009,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races,2524,0.0226,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_010,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Including_Some_Other_Race,661,0.0059,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_011,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Excluding_Some_Other_Race_And_Three_Or_More_Races,1863,0.0167,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_012,Race_Hispanic_Or_Latino,16438,0.1471,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_013,Race_Hispanic_Or_Latino_White_Alone,9539,0.0853,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_014,Race_Hispanic_Or_Latino_Black_Or_African_American_Alone,418,0.0037,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_015,Race_Hispanic_Or_Latino_American_Indian_And_Alaska_Native_Alone,159,0.0014,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_016,Race_Hispanic_Or_Latino_Asian_Alone,90,8e-4,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_017,Race_Hispanic_Or_Latino_Native_Hawaiian_And_Other_Pacific_Islander_Alone,0,0,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_018,Race_Hispanic_Or_Latino_Some_Other_Race_Alone,5222,0.0467,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_019,Race_Hispanic_Or_Latino_Two_Or_More_Races,1010,0.009,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_020,Race_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Including_Some_Other_Race,380,0.0034,HISPANIC OR LATINO ORIGIN BY RACE
3,Race,B03002,B03002_021,Race_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Excluding_Some_Other_Race_And_Three_Or_More_Races,630,0.0056,HISPANIC OR LATINO ORIGIN BY RACE
3,Household Type,B11001,B11001_001,HouseholdType,39693,1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_002,HouseholdType_Family_Households,28099,0.7079,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_003,HouseholdType_Family_Households_Married_Couple_Family,22956,0.5783,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_004,HouseholdType_Family_Households_Other_Family,5143,0.1296,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_005,HouseholdType_Family_Households_Other_Family_Male_Householder_No_Spouse_Present,1444,0.0364,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_006,HouseholdType_Family_Households_Other_Family_Female_Householder_No_Spouse_Present,3699,0.0932,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_007,HouseholdType_Nonfamily_Households,11594,0.2921,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_008,HouseholdType_Nonfamily_Households_Householder_Living_Alone,10337,0.2604,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Household Type,B11001,B11001_009,HouseholdType_Nonfamily_Households_Householder_Not_Living_Alone,1257,0.0317,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
3,Marital Status,B12001,B12001_001,MaritalStatus,93935,1,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_002,MaritalStatus_Male,44173,0.4703,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_003,MaritalStatus_Male_Never_Married,13169,0.1402,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_004,MaritalStatus_Male_Now_Married,27417,0.2919,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_005,MaritalStatus_Male_Now_Married_Married_Spouse_Present,25120,0.2674,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_006,MaritalStatus_Male_Now_Married_Married_Spouse_Absent,2297,0.0245,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_007,MaritalStatus_Male_Now_Married_Married_Spouse_Absent_Separated,330,0.0035,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_008,MaritalStatus_Male_Now_Married_Married_Spouse_Absent_Other,1967,0.0209,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_009,MaritalStatus_Male_Widowed,1306,0.0139,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_010,MaritalStatus_Male_Divorced,2281,0.0243,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_011,MaritalStatus_Female,49762,0.5297,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_012,MaritalStatus_Female_Never_Married,12121,0.129,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_013,MaritalStatus_Female_Now_Married,26857,0.2859,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_014,MaritalStatus_Female_Now_Married_Married_Spouse_Present,24568,0.2615,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_015,MaritalStatus_Female_Now_Married_Married_Spouse_Absent,2289,0.0244,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_016,MaritalStatus_Female_Now_Married_Married_Spouse_Absent_Separated,828,0.0088,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_017,MaritalStatus_Female_Now_Married_Married_Spouse_Absent_Other,1461,0.0156,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_018,MaritalStatus_Female_Widowed,6256,0.0666,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Marital Status,B12001,B12001_019,MaritalStatus_Female_Divorced,4528,0.0482,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
3,Education,B15003,B15003_001,Education,83861,1,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_002,Education_No_Schooling_Completed,2067,0.0246,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_003,Education_Nursery_School,19,2e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_004,Education_Kindergarten,17,2e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_005,Education_1st_Grade,24,3e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_006,Education_2nd_Grade,75,9e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_007,Education_3rd_Grade,159,0.0019,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_008,Education_4th_Grade,179,0.0021,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_009,Education_5th_Grade,658,0.0078,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_010,Education_6th_Grade,949,0.0113,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_011,Education_7th_Grade,262,0.0031,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_012,Education_8th_Grade,1094,0.013,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_013,Education_9th_Grade,924,0.011,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_014,Education_10th_Grade,837,0.01,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_015,Education_11th_Grade,724,0.0086,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_016,Education_12th_Grade_No_Diploma,2116,0.0252,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_017,Education_Regular_High_School_Diploma,17662,0.2106,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_018,Education_Ged_Or_Alternative_Credential,2255,0.0269,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_019,Education_Some_College_Less_Than_1_Year,3017,0.036,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_020,Education_Some_College_1_Or_More_Years_No_Degree,9401,0.1121,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_021,Education_Associates_Degree,6531,0.0779,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_022,Education_Bachelors_Degree,20157,0.2404,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_023,Education_Masters_Degree,10555,0.1259,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_024,Education_Professional_School_Degree,2969,0.0354,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Education,B15003,B15003_025,Education_Doctorate_Degree,1210,0.0144,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
3,Language,B16001,B16001_001,Language,102553,1,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
