stateSenate,demo,table,name,label,value,percentage,concept
21,Poverty,B17023,B17023_017,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,436,0.0056,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_018,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,104,0.0013,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_019,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level,70714,0.9119,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_020,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family,42960,0.554,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_021,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,23939,0.3087,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_022,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,16600,0.2141,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_023,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,2175,0.028,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_024,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,246,0.0032,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_025,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families,27754,0.3579,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_026,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,6415,0.0827,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_027,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,4339,0.056,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_028,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,1819,0.0235,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_029,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,257,0.0033,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_030,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,0,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_031,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,21339,0.2752,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_032,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,14277,0.1841,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_033,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,6633,0.0855,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_034,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,411,0.0053,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Poverty,B17023,B17023_035,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,18,2e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
21,Median Income,B19013,B19013_001,MedianIncome,77489.0425531915,NA,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)
21,SNAP,B19058,B19058_001,SNAP,121311,1,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,SNAP,B19058,B19058_002,SNAP_With_Cash_Public_Assistance,19451,0.1603,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,SNAP,B19058,B19058_003,SNAP_No_Cash_Public_Assistance,101860,0.8397,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
21,Total HousingUnits,B25008,B25008_001,TotalHousingUnits,321102,1,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Total HousingUnits,B25008,B25008_002,TotalHousingUnits_Owner_Occupied,120764,0.3761,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Total HousingUnits,B25008,B25008_003,TotalHousingUnits_Renter_Occupied,200338,0.6239,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
21,Occupancy,B25014,B25014_001,Occupancy,121311,1,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_002,Occupancy_Owner_Occupied,41680,0.3436,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_003,Occupancy_Owner_Occupied_0.50_Or_Less_Occupants_Per_Room,25740,0.2122,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_004,Occupancy_Owner_Occupied_0.51_To_1.00_Occupants_Per_Room,14131,0.1165,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_005,Occupancy_Owner_Occupied_1.01_To_1.50_Occupants_Per_Room,1383,0.0114,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_006,Occupancy_Owner_Occupied_1.51_To_2.00_Occupants_Per_Room,313,0.0026,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_007,Occupancy_Owner_Occupied_2.01_Or_More_Occupants_Per_Room,113,9e-4,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_008,Occupancy_Renter_Occupied,79631,0.6564,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_009,Occupancy_Renter_Occupied_0.50_Or_Less_Occupants_Per_Room,35212,0.2903,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_010,Occupancy_Renter_Occupied_0.51_To_1.00_Occupants_Per_Room,35289,0.2909,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_011,Occupancy_Renter_Occupied_1.01_To_1.50_Occupants_Per_Room,5324,0.0439,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_012,Occupancy_Renter_Occupied_1.51_To_2.00_Occupants_Per_Room,2787,0.023,TENURE BY OCCUPANTS PER ROOM
21,Occupancy,B25014,B25014_013,Occupancy_Renter_Occupied_2.01_Or_More_Occupants_Per_Room,1019,0.0084,TENURE BY OCCUPANTS PER ROOM
21,Health Insurance,B27011,B27011_001,HealthInsurance,204458,1,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_002,HealthInsurance_In_Labor_Force,164855,0.8063,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_003,HealthInsurance_In_Labor_Force_Employed,155833,0.7622,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_004,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage,141510,0.6921,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_005,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,119891,0.5864,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_006,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Public_Coverage,24180,0.1183,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_007,HealthInsurance_In_Labor_Force_Employed_No_Health_Insurance_Coverage,14323,0.0701,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_008,HealthInsurance_In_Labor_Force_Unemployed,9022,0.0441,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_009,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage,7221,0.0353,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_010,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,3537,0.0173,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_011,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Public_Coverage,3873,0.0189,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_012,HealthInsurance_In_Labor_Force_Unemployed_No_Health_Insurance_Coverage,1801,0.0088,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_013,HealthInsurance_Not_In_Labor_Force,39603,0.1937,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_014,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage,34110,0.1668,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_015,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Private_Health_Insurance,16485,0.0806,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_016,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Public_Coverage,19416,0.095,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Health Insurance,B27011,B27011_017,HealthInsurance_Not_In_Labor_Force_No_Health_Insurance_Coverage,5493,0.0269,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
21,Occupation,C24010,C24010_001,Occupation,165694,1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_002,Occupation_Male,77576,0.4682,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_003,Occupation_Male_Management_Business_Science_And_Arts_Occupations,32814,0.198,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_004,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,12235,0.0738,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_005,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,8123,0.049,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_006,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,4112,0.0248,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_007,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,5252,0.0317,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_008,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,3352,0.0202,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_009,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,1248,0.0075,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_010,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,652,0.0039,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_011,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,13087,0.079,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_012,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,1115,0.0067,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_013,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,2294,0.0138,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_014,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,3811,0.023,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_015,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,5867,0.0354,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_016,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,2240,0.0135,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_017,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,1429,0.0086,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_018,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,811,0.0049,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_019,Occupation_Male_Service_Occupations,14167,0.0855,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_020,Occupation_Male_Service_Occupations_Healthcare_Support_Occupations,1463,0.0088,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_021,Occupation_Male_Service_Occupations_Protective_Service_Occupations,3736,0.0225,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_022,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,2825,0.017,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_023,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,911,0.0055,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_024,Occupation_Male_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,3545,0.0214,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,3990,0.0241,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,1433,0.0086,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,11586,0.0699,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,6076,0.0367,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,5510,0.0333,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_030,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations,8079,0.0488,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_031,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,62,4e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_032,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,5757,0.0347,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_033,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,2260,0.0136,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_034,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations,10930,0.066,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_035,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,1945,0.0117,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_036,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,6742,0.0407,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_037,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,2243,0.0135,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_038,Occupation_Female,88118,0.5318,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_039,Occupation_Female_Management_Business_Science_And_Arts_Occupations,43750,0.264,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_040,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,13204,0.0797,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_041,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,8280,0.05,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_042,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,4924,0.0297,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_043,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,3069,0.0185,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_044,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,1362,0.0082,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_045,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,740,0.0045,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_046,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,967,0.0058,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_047,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,19555,0.118,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_048,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,3337,0.0201,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_049,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,1985,0.012,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_050,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,8891,0.0537,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_051,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,5342,0.0322,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_052,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,7922,0.0478,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_053,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,5462,0.033,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_054,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,2460,0.0148,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_055,Occupation_Female_Service_Occupations,24599,0.1485,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_056,Occupation_Female_Service_Occupations_Healthcare_Support_Occupations,13525,0.0816,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_057,Occupation_Female_Service_Occupations_Protective_Service_Occupations,1465,0.0088,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_058,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,876,0.0053,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
21,Occupation,C24010,C24010_059,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,589,0.0036,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
